"ID","Text ID","Object","Animation","Type","Trigger","Property"
"music/scene1",,"garden",,"music","camera_reach_scene,1",
"Rudehst/Yuawies/1_1_city_garden_talk1","Rudehst/Yuawies/1_1_city_garden_talk1.1",,"Talk","char","interact,1","interact,hold"
"Rudehst/Any/1_1_city_garden_talk1","Rudehst/Any/1_1_city_garden_talk1.1",1,"Talk","char","interact,1","interact,hold,repeat after"
,"Rudehst/Any/1_1_city_garden_talk1.2",1,"StopTalk",,,"interact"
,"Rudehst/Any/1_1_city_garden_talk1.3",1,,,,"interact"
,"Rudehst/Any/1_1_city_garden_talk1.4",1,,,,"interact"
,"Rudehst/Any/1_1_city_garden_talk1.5",1,,,,"interact"
,"Rudehst/Any/1_1_city_garden_talk1.6",1,,,,"interact"
"Rudehst/Any/1_1_city_garden_talk2","Rudehst/Any/1_1_city_garden_talk2.1",1,"Talk","char","interact,1","interact,hold,replayable,repeat after"
,,1,"StopTalk",,,
"Viskes/Bauqah/1_1_city_garden_talk1","Viskes/Bauqah/1_1_city_garden_talk1.1",,"Talk","char","interact,2","interact,hold"
"Viskes/Any/1_1_city_garden_talk1","Viskes/Any/1_1_city_garden_talk1.1",2,"Talk","char","interact,2","interact,hold,repeat after"
,"Viskes/Any/1_1_city_garden_talk1.2",2,"StopTalk",,,"interact"
,"Viskes/Any/1_1_city_garden_talk1.3",2,,,,"interact"
,"Viskes/Any/1_1_city_garden_talk1.4",2,,,,"interact"
,"Viskes/Any/1_1_city_garden_talk1.5",2,,,,"interact"
"Viskes/Any/1_1_city_garden_talk2","Viskes/Any/1_1_city_garden_talk2.1",2,"Talk","char","interact,2","interact,hold,replayable,repeat after"
,,2,"StopTalk",,,
"Yuawies/Vraeiser/1_1_city_garden_talk1","Yuawies/Vraeiser/1_1_city_garden_talk1.1",3,"CityTalk","char","interact,3","interact,hold,repeat after"
,,3,"StopCityTalk",,,
,"Yuawies/Vraeiser/1_1_city_garden_talk1.2",3,,,,"interact"
,"Yuawies/Vraeiser/1_1_city_garden_talk1.3","pm","Talk",,,"interact,hold,repeat after"
,,"pm","StopTalk",,,
,"Yuawies/Vraeiser/1_1_city_garden_talk1.4",3,,,,"interact"
,"Yuawies/Vraeiser/1_1_city_garden_talk1.5",3,,,,"interact"
,"Yuawies/Vraeiser/1_1_city_garden_talk1.6","pm",,,,"interact"
,"Yuawies/Vraeiser/1_1_city_garden_talk1.7",3,,,,"interact"
"Yuawies/Rodhinbar/1_1_city_garden_talk1","Yuawies/Rodhinbar/1_1_city_garden_talk1.1","pm","Talk","char","interact,3","interact,hold,repeat after"
,"Yuawies/Rodhinbar/1_1_city_garden_talk1.2","pm","StopTalk",,,"interact"
,"Yuawies/Rodhinbar/1_1_city_garden_talk1.3",3,"CityTalk",,,"interact,hold,repeat after"
,,3,"StopCityTalk",,,
,,3,,,,
,"Yuawies/Rodhinbar/1_1_city_garden_talk1.4","pm",,,,"interact"
,"Yuawies/Rodhinbar/1_1_city_garden_talk1.5",3,,,,"interact"
,"Yuawies/Rodhinbar/1_1_city_garden_talk1.6",3,,,,"interact"
,"Yuawies/Rodhinbar/1_1_city_garden_talk1.7","pm",,,,"interact"
,,3,,,,
"Yuawies/Iri/1_1_city_garden_talk1","Yuawies/Iri/1_1_city_garden_talk1.1",3,"CityTalk","char","interact,3","interact,hold,repeat after"
,,3,"StopCityTalk",,,
,,3,,,,
,"Yuawies/Iri/1_1_city_garden_talk1.2","pm","Talk",,,"interact,hold,repeat after"
,,"pm","StopTalk",,,
,"Yuawies/Iri/1_1_city_garden_talk1.3",3,,,,"interact"
,"Yuawies/Iri/1_1_city_garden_talk1.4","pm",,,,"interact"
,"Yuawies/Iri/1_1_city_garden_talk1.5","pm",,,,"interact"
,"Yuawies/Iri/1_1_city_garden_talk1.6","pm",,,,"interact"
,"Yuawies/Iri/1_1_city_garden_talk1.7","pm",,,,"interact"
,"Yuawies/Iri/1_1_city_garden_talk1.8",3,,,,"interact"
,"Yuawies/Iri/1_1_city_garden_talk1.9",3,,,,"interact"
,"Yuawies/Iri/1_1_city_garden_talk1.10",3,,,,"interact"
,"Yuawies/Iri/1_1_city_garden_talk1.11",3,,,,"interact"
,"Yuawies/Iri/1_1_city_garden_talk1.12","pm","Nod",,,"interact"
,"Yuawies/Iri/1_1_city_garden_talk1.13","pm",,,,"interact"
,"Yuawies/Iri/1_1_city_garden_talk1.14","pm",,,,"interact"
,"Yuawies/Iri/1_1_city_garden_talk1.15",3,,,,"interact"
,"Yuawies/Iri/1_1_city_garden_talk1.16","pm",,,,"interact"
"Yuawies/Nayedien/1_1_city_garden_talk1","Yuawies/Nayedien/1_1_city_garden_talk1.1",3,"CityTalk","char","interact,3","interact,hold,repeat after"
,,3,"StopCityTalk",,,
,"Yuawies/Nayedien/1_1_city_garden_talk1.2",3,,,,"interact"
,"Yuawies/Nayedien/1_1_city_garden_talk1.3","pm","Talk",,,"interact,hold,repeat after"
,"Yuawies/Nayedien/1_1_city_garden_talk1.4","pm","StopTalk",,,"interact"
,"Yuawies/Nayedien/1_1_city_garden_talk1.5","pm",,,,"interact"
,"Yuawies/Nayedien/1_1_city_garden_talk1.6","pm",,,,"interact"
,"Yuawies/Nayedien/1_1_city_garden_talk1.7","pm",,,,"interact"
,"Yuawies/Nayedien/1_1_city_garden_talk1.8","pm",,,,"interact"
