"ID","Text ID","Object","Animation","Type","Trigger","Property"
"music/scene1",,"scriptorium",,"music","camera_reach_scene,1",
"Micorte/Nayedien/1_1_city_scriptorium_talk1.1","Micorte/Nayedien/1_1_city_scriptorium_talk1.1",1,"Talk","char","interact,1","interact,hold"
,"Micorte/Nayedien/1_1_city_scriptorium_talk1.2",1,,,,"interact"
,"Micorte/Nayedien/1_1_city_scriptorium_talk1.3",1,,,,"interact"
,"Micorte/Nayedien/1_1_city_scriptorium_talk1.4",1,,,,"interact"
,"Micorte/Nayedien/1_1_city_scriptorium_talk1.5",1,,,,"interact"
,"Micorte/Nayedien/1_1_city_scriptorium_talk1.6",1,,,,"interact"
,"Micorte/Nayedien/1_1_city_scriptorium_talk1.7",1,,,,"interact"
,"Micorte/Nayedien/1_1_city_scriptorium_talk1.8",1,,,,"interact"
"Micorte/Any/1_1_city_scriptorium_talk1","Micorte/Any/1_1_city_scriptorium_talk1.1",1,"Talk","char","interact,1","interact,hold"
,"Micorte/Any/1_1_city_scriptorium_talk1.2",1,,,,"interact"
,"Micorte/Any/1_1_city_scriptorium_talk1.3",1,,,,"interact"
,"Micorte/Any/1_1_city_scriptorium_talk1.4",1,,,,"interact"
,"Micorte/Any/1_1_city_scriptorium_talk1.5",1,,,,"interact"
,"Micorte/Any/1_1_city_scriptorium_talk1.6",1,,,,"interact"
,"Micorte/Any/1_1_city_scriptorium_talk1.7",1,,,,"interact"
,"Micorte/Any/1_1_city_scriptorium_talk1.8",1,,,,"interact"
,"Micorte/Any/1_1_city_scriptorium_talk1.9",1,,,,"interact"
"Micorte/Any/1_1_city_scriptorium_talk2","Micorte/Any/1_1_city_scriptorium_talk2.1",1,"Talk","char","interact,1","interact,hold"
,"Micorte/Any/1_1_city_scriptorium_talk2.2",1,,,,"interact"
,"Micorte/Any/1_1_city_scriptorium_talk2.3",1,,,,"interact"
,"Micorte/Any/1_1_city_scriptorium_talk2.4",1,,,,"interact"
"Micorte/Any/1_1_city_scriptorium_talk3","Micorte/Any/1_1_city_scriptorium_talk3.1",1,"Talk","char","interact,1","select:yesno,interact,hold"
,"Micorte/Any/1_1_city_scriptorium_talk3.yes1",1,,,"yes","interact"
,"Micorte/Any/1_1_city_scriptorium_talk3.yes2",1,"PointUp",,,"interact,hold"
,"Micorte/Any/1_1_city_scriptorium_talk3.yes3",1,,,,"interact"
,"Micorte/Any/1_1_city_scriptorium_talk3.yes4",1,,,,"interact"
,"Micorte/Any/1_1_city_scriptorium_talk3.yes5",1,,,,"interact"
,"Micorte/Any/1_1_city_scriptorium_talk3.yes6",1,,,,"interact"
,"Micorte/Any/1_1_city_scriptorium_talk3.yes7",1,,,,"interact"
,"Micorte/Any/1_1_city_scriptorium_talk3.yes8",1,,,,"interact"
,"Micorte/Any/1_1_city_scriptorium_talk3.yes9",1,,,,"interact"
,"Micorte/Any/1_1_city_scriptorium_talk3.yes10",1,,,,"interact"
,"Micorte/Any/1_1_city_scriptorium_talk3.yes11",1,,,,"interact"
,"Micorte/Any/1_1_city_scriptorium_talk3.yes12",1,,,,"interact"
,"Micorte/Any/1_1_city_scriptorium_talk3.yes13",1,,,,"interact"
,"Micorte/Any/1_1_city_scriptorium_talk3.yes14",1,,,,"interact"
,"Micorte/Any/1_1_city_scriptorium_talk3.yes15",1,,,,"interact"
,"Micorte/Any/1_1_city_scriptorium_talk3.yes16",1,,,,"interact"
,"Micorte/Any/1_1_city_scriptorium_talk3.yes17",1,,,,"interact"
,"Micorte/Any/1_1_city_scriptorium_talk3.no1",1,,,"no","interact"
"Micorte/Any/1_1_city_scriptorium_talk4","Micorte/Any/1_1_city_scriptorium_talk4.1",1,"Talk","char","interact,1","interact,hold,replayable"
"Vigumatik/Any/1_1_city_scriptorium_talk1","Vigumatik/Any/1_1_city_scriptorium_talk1.1",2,"Talk","char","interact,2","interact,hold,angle:90"
,"Vigumatik/Any/1_1_city_scriptorium_talk1.2",2,,,,"interact"
,"Vigumatik/Any/1_1_city_scriptorium_talk1.3",2,,,,"interact"
,"Vigumatik/Any/1_1_city_scriptorium_talk1.4",2,,,,"interact"
,"Vigumatik/Any/1_1_city_scriptorium_talk1.5",2,,,,"interact"
,"Vigumatik/Any/1_1_city_scriptorium_talk1.6",2,,,,"interact"
