"ID","Text ID","Object","Animation","Type","Trigger","Property"
"music/scene1",,"market",,"music","camera_reach_scene,1",
,"Tanrsakt/Rodhinbar/1_1_city_market_talk1.1",1,"Talk","char","interact,1","interact,hold"
,"Tanrsakt/Rodhinbar/1_1_city_market_talk1.2","pm","Talk",,,"interact,hold"
,"Tanrsakt/Rodhinbar/1_1_city_market_talk1.3",1,,,,"interact"
,"Tanrsakt/Rodhinbar/1_1_city_market_talk1.4","pm",,,,"interact"
,"Tanrsakt/Rodhinbar/1_1_city_market_talk1.5",1,,,,"interact"
,"Tanrsakt/Rodhinbar/1_1_city_market_talk1.6",1,,,,"interact"
,"Tanrsakt/Rodhinbar/1_1_city_market_talk1.7",1,,,,"interact"
"Tanrsakt/Any/1_1_city_market_talk1","Tanrsakt/Any/1_1_city_market_talk1.1",1,"Talk","char","interact,1","interact,hold"
,"Tanrsakt/Any/1_1_city_market_talk1.2",1,,,,"interact"
,"Tanrsakt/Any/1_1_city_market_talk1.3",1,,,,"interact"
,"Tanrsakt/Any/1_1_city_market_talk1.4",1,,,,"interact"
,"Tanrsakt/Any/1_1_city_market_talk1.5",1,,,,"interact"
,"Tanrsakt/Any/1_1_city_market_talk2.1",1,"Talk","char","interact,1","select:yesno,replayable,hold"
,,1,,,"yes","shop"
,"Tanrsakt/Any/1_1_city_market_talk2no1",1,,,"no","interact"
"Rodhinbar/Vraesier/1_1_city_market_talk1","Rodhinbar/Vraesier/1_1_city_market_talk1.1",2,"Talk","char","interact,2","interact,hold"
,"Rodhinbar/Vraesier/1_1_city_market_talk1.2","pm","Talk",,,"interact,hold"
,"Rodhinbar/Vraesier/1_1_city_market_talk1.3",2,,,,"interact"
,"Rodhinbar/Vraesier/1_1_city_market_talk1.4","pm",,,,"interact"
,"Rodhinbar/Vraesier/1_1_city_market_talk1.5",2,,,,"interact"
,"Rodhinbar/Vraesier/1_1_city_market_talk1.6","pm",,,,"interact"
,"Rodhinbar/Vraesier/1_1_city_market_talk1.7",2,,,,"interact"
,"Rodhinbar/Vraesier/1_1_city_market_talk1.8",2,,,,"interact"
,"Rodhinbar/Vraesier/1_1_city_market_talk1.9",2,,,,"interact"
,"Rodhinbar/Vraesier/1_1_city_market_talk1.10","pm",,,,"interact"
,"Rodhinbar/Vraesier/1_1_city_market_talk1.11",2,,,,"interact"
,"Rodhinbar/Vraesier/1_1_city_market_talk1.12","pm","Nod",,,"interact"
"Rodhinbar/Orsanoas/1_1_city_market_talk1","Rodhinbar/Orsanoas/1_1_city_market_talk1.1",,"Talk","char","interact,2","interact,hold"
"Rodhinbar/Minara/1_1_city_market_talk1","Rodhinbar/Minara/1_1_city_market_talk1.1",,"Talk","char","interact,2","interact,hold"
"Rodhinbar/Iri/1_1_city_market_talk1","Rodhinbar/Iri/1_1_city_market_talk1.1",2,"Talk","char","interact,2","interact,hold"
,"Rodhinbar/Iri/1_1_city_market_talk1.2",2,,,,"interact"
,"Rodhinbar/Iri/1_1_city_market_talk1.3","pm","Talk",,,"interact,hold"
,"Rodhinbar/Iri/1_1_city_market_talk1.4","pm",,,,"interact"
,"Rodhinbar/Iri/1_1_city_market_talk1.5","pm",,,,"interact"
,"Rodhinbar/Iri/1_1_city_market_talk1.6",2,,,,"interact"
,"Rodhinbar/Iri/1_1_city_market_talk1.7","pm",,,,"interact"
,"Rodhinbar/Iri/1_1_city_market_talk1.8",2,,,,"interact"
"Rodhinbar/Laguasangte/1_1_city_market_talk1","Rodhinbar/Laguasangte/1_1_city_market_talk1.1",,"Talk","char","interact,2","interact,hold"
"Rodhinbar/Elmaliern/1_1_city_market_talk1","Rodhinbar/Elmaliern/1_1_city_market_talk1.1",,"Talk","char","interact,2","interact,hold"
"Rodhinbar/Bauqah/1_1_city_market_talk1","Rodhinbar/Bauqah/1_1_city_market_talk1.1",,"Talk","char","interact,2","interact,hold"
"Rodhinbar/Yuawies/1_1_city_market_talk1","Rodhinbar/Yuawies/1_1_city_market_talk1.1",,"Talk","char","interact,2","interact,hold"
"Rodhinbar/Duskuksa/1_1_city_market_talk1","Rodhinbar/Duskuksa/1_1_city_market_talk1.1",2,"Talk","char","interact,2","interact,hold"
,"Rodhinbar/Duskuksa/1_1_city_market_talk1.2","pm","Talk",,,"interact,hold"
,"Rodhinbar/Duskuksa/1_1_city_market_talk1.3","pm",,,,"interact"
,"Rodhinbar/Duskuksa/1_1_city_market_talk1.4","pm",,,,"interact"
,"Rodhinbar/Duskuksa/1_1_city_market_talk1.5",2,,,,"interact"
,"Rodhinbar/Duskuksa/1_1_city_market_talk1.6","pm",,,,"interact"
,"Rodhinbar/Duskuksa/1_1_city_market_talk1.7","pm",,,,"interact"
"Rodhinbar/Nayedien/1_1_city_market_talk1","Rodhinbar/Nayedien/1_1_city_market_talk1.1","pm","Talk","char","interact,2","interact,hold"
,"Rodhinbar/Nayedien/1_1_city_market_talk1.2",2,"Talk",,,"interact,hold"
,"Rodhinbar/Nayedien/1_1_city_market_talk1.3","pm",,,,"interact"
,"Rodhinbar/Nayedien/1_1_city_market_talk1.4",2,,,,"interact"
,"Rodhinbar/Nayedien/1_1_city_market_talk1.5","pm",,,,"interact"
,"Rodhinbar/Nayedien/1_1_city_market_talk1.6","pm",,,,"interact"
,"Rodhinbar/Nayedien/1_1_city_market_talk1.7",2,,,,"interact"
,"Rodhinbar/Nayedien/1_1_city_market_talk1.8",2,,,,"interact"
,"Rodhinbar/Nayedien/1_1_city_market_talk1.9","pm",,,,"interact"
,"Rodhinbar/Nayedien/1_1_city_market_talk1.10",2,,,,"interact"
"Rodhinbar/Pasgelo/1_1_city_market_talk1","Rodhinbar/Pasgelo/1_1_city_market_talk1.1",,,,,"interact"
"Rodhinbar/Any/1_1_city_market_talk2","Rodhinbar/Any/1_1_city_market_talk2.1",2,"Talk","char","interact,2","interact,hold,replayable"
"Elmaliern/Any/1_1_city_market_talk1","Elmaliern/Vraesier/1_1_city_market_talk1.1",3,"Talk","char","interact,3","interact,hold"
,"Elmaliern/Vraesier/1_1_city_market_talk1.2","pm","Talk","char","interact,3","interact,hold"
,"Elmaliern/Vraesier/1_1_city_market_talk1.3",3,,,,"interact,hold"
,"Elmaliern/Vraesier/1_1_city_market_talk1.4","pm",,,,"interact"
,"Elmaliern/Vraesier/1_1_city_market_talk1.5",3,,,,"interact"
,"Elmaliern/Vraesier/1_1_city_market_talk1.6","pm",,,,"interact"
"Elmaliern/Orsanoas/1_1_city_market_talk1","Elmaliern/Orsanoas/1_1_city_market_talk1.1",,"Talk","char","interact,3","interact,hold"
"Elmaliern/Minara/1_1_city_market_talk1","Elmaliern/Minara/1_1_city_market_talk1.1",,"Talk","char","interact,3","interact,hold"
"Elmaliern/Rodhinbar/1_1_city_market_talk1","Elmaliern/Rodhinbar/1_1_city_market_talk1.1",3,"Talk","char","interact,3","interact,hold"
,"Elmaliern/Rodhinbar/1_1_city_market_talk1.2","pm","Talk",,,"interact,hold"
,"Elmaliern/Rodhinbar/1_1_city_market_talk1.3","pm",,,,"interact"
,"Elmaliern/Rodhinbar/1_1_city_market_talk1.4","pm",,,,"interact"
,"Elmaliern/Rodhinbar/1_1_city_market_talk1.5","pm",,,,"interact"
,"Elmaliern/Rodhinbar/1_1_city_market_talk1.6",3,,,,"interact"
"Elmaliern/Laguasangte/1_1_city_market_talk1","Elmaliern/Laguasangte/1_1_city_market_talk1.1",,"Talk","char","interact,3","interact,hold"
"Elmaliern/Iri/1_1_city_market_talk1","Elmaliern/Iri/1_1_city_market_talk1.1","pm","Talk","char","interact,3","interact,hold"
,"Elmaliern/Iri/1_1_city_market_talk1.2",3,"Talk",,,"interact,hold"
,"Elmaliern/Iri/1_1_city_market_talk1.3","pm",,,,"interact"
"Elmaliern/Bauqah/1_1_city_market_talk1","Elmaliern/Bauqah/1_1_city_market_talk1.1",,"Talk","char","interact,3","interact,hold"
"Elmaliern/Yuawies/1_1_city_market_talk1","Elmaliern/Yuawies/1_1_city_market_talk1.1",,"Talk","char","interact,3","interact,hold"
"Elmaliern/Duskuksa/1_1_city_market_talk1","Elmaliern/Duskuksa/1_1_city_market_talk1.1",3,"Talk","char","interact,3","interact,hold"
,"Elmaliern/Duskuksa/1_1_city_market_talk1.2","pm","Talk",,,"interact,hold"
,"Elmaliern/Duskuksa/1_1_city_market_talk1.3",3,,,,"interact"
,"Elmaliern/Duskuksa/1_1_city_market_talk1.4","pm",,,,"interact"
,"Elmaliern/Duskuksa/1_1_city_market_talk1.5","pm",,,,"interact"
,"Elmaliern/Duskuksa/1_1_city_market_talk1.6","pm",,,,"interact"
,"Elmaliern/Duskuksa/1_1_city_market_talk1.7",3,,,,"interact"
,"Elmaliern/Duskuksa/1_1_city_market_talk1.8","pm",,,,"interact"
,"Elmaliern/Duskuksa/1_1_city_market_talk1.9",3,,,,"interact"
"Elmaliern/Nayedien/1_1_city_market_talk1","Elmaliern/Nayedien/1_1_city_market_talk1.1",3,"Talk","char","interact,3","interact,hold"
,"Elmaliern/Nayedien/1_1_city_market_talk1.2","pm","Talk",,,"interact,hold"
,"Elmaliern/Nayedien/1_1_city_market_talk1.3",3,"Bow",,,"interact"
,"Elmaliern/Nayedien/1_1_city_market_talk1.4","pm",,,,"interact"
,"Elmaliern/Nayedien/1_1_city_market_talk1.5",3,,,,"interact"
,"Elmaliern/Nayedien/1_1_city_market_talk1.6","pm",,,,"interact"
"Elmaliern/Pasgelo/1_1_city_market_talk1","Elmaliern/Pasgelo/1_1_city_market_talk1.1",,"Talk","char","interact,3","interact,hold"
"Elmaliern/Any/1_1_city_market_talk2","Elmaliern/Any/1_1_city_market_talk2.1",3,"Talk","char","interact,3","interact,hold,replayable"
"Shopper1/Any/1_1_city_market_talk1","Shopper1/Any/1_1_city_market_talk1.1",4,"Talk","char","interact,4","interact,hold,angle:90"
,"Shopper1/Any/1_1_city_market_talk1.2",5,"Talk",,,"interact,hold"
,"Shopper1/Any/1_1_city_market_talk1.3",5,,,,"interact"
,"Shopper1/Any/1_1_city_market_talk1.4",4,,,,"interact"
,"Shopper1/Any/1_1_city_market_talk1.5",6,"Talk",,,"interact,hold"
,"Shopper1/Any/1_1_city_market_talk1.6",6,,,,"interact"
,"Shopper1/Any/1_1_city_market_talk1.7",5,,,,"interact"
,"Shopper1/Any/1_1_city_market_talk1.8",4,,,,"interact"
,"Shopper1/Any/1_1_city_market_talk1.9",4,,,,"interact"
"Shopper1/Any/1_1_city_market_talk2","Shopper1/Any/1_1_city_market_talk2.1",4,,"char","interact,4","interact,replayable,angle:90"
,"Shopper1/Any/1_1_city_market_talk2.2",5,,,,"interact"
,"Shopper1/Any/1_1_city_market_talk2.3",6,,,,"interact"
