"ID","Text ID","Object","Animation","Type","Trigger","Property"
"event1/1_2_city_throne1",,"King",,"create","start,once","POS:(290;950),Angle:-90"
,,"Vurus",,"create",,"POS:(530;1000),Angle:-90"
,,"Dashisi",,"create",,"POS:(1400;400),Angle:90,Stage Property:{idle=Idle}"
,,"Hermanos",,"create",,"POS:(1750;1000),Angle:90"
,,"Kapuni",,"create",,"POS:(700;400),Angle:-90"
,,"Tulia",,"create",,"POS:(700;1000),Angle:-90"
,,"Bigta",,"create",,"POS:(950;1000),Angle:90,story choice:1.1.3_yes,Stage Property:{idle=CityEvent}"
,,2,,"hide",,
,,3,,"hide",,
,,4,,"hide",,
,,"Dashisi","CourtStart","cutscene",,
,,"Kapuni","CourtStart","cutscene",,
,,"Hermanos","CourtStart","cutscene",,"wait"
,"event/1_2_city_throne_talk1.1","King","Start",,,"interact,hold,repeat after,story choice:1.1.3_yes"
,"event/1_2_city_throne_talk1.2","King","StartTalk",,,"interact,hold,repeat after,story choice:1.1.3_yes"
,"event/1_2a_city_throne_talk1.3","King","StopTalk",,,"interact,story choice:1.1.3_yes"
,"event/1_2a_city_throne_talk1.4","King",,,,"interact,story choice:1.1.3_yes"
,"event/1_2a_city_throne_talk1.5","King",,,,"interact,story choice:1.1.3_yes"
,"event/1_2a_city_throne_talk1.6","King",,,,"interact,story choice:1.1.3_yes"
,,"Bigta","Kneel",,,"hold,repeat after,story choice:1.1.3_yes"
,"event/1_2a_city_throne_talk1.7","King",,,,"interact,story choice:1.1.3_yes"
,"event/1_2a_city_throne_talk1.8","King",,,,"interact,story choice:1.1.3_yes"
,"event/1_2a_city_throne_talk1.9","King",,,,"interact,story choice:1.1.3_yes"
,"event/1_2a_city_throne_talk1.10","King",,,,"interact,story choice:1.1.3_yes"
,,"Bigta","StopKneel",,,"story choice:1.1.3_yes"
,"event/1_2_city_throne_talk1.1","King","Start",,,"interact,hold,repeat after,story choice:1.1.3_no"
,"event/1_2_city_throne_talk1.2","King","StartTalk",,,"interact,hold,repeat after,story choice:1.1.3_no"
,"event/1_2b_city_throne_talk1.3","King","StopTalk",,,"interact,story choice:1.1.3_no"
,"event/1_2b_city_throne_talk1.4","King",,,,"interact,story choice:1.1.3_no"
,"event/1_2b_city_throne_talk1.5","King",,,,"interact,story choice:1.1.3_no"
,"event/1_2b_city_throne_talk1.6","King",,,,"interact,story choice:1.1.3_no"
,"event/1_2b_city_throne_talk1.7","King",,,,"interact,story choice:1.1.3_no"
,"event/1_2b_city_throne_talk1.8","King",,,,"interact,story choice:1.1.3_no"
,"event/1_2b_city_throne_talk1.9","King",,,,"interact,story choice:1.1.3_no"
,"event/1_2_city_throne_talk1.10","King",,,,"interact"
,"event/1_2_city_throne_talk1.11","King",,,,"interact"
,"event/1_2_city_throne_talk1.12","King",,,,"interact"
,,"Tulia","FullBow",,,"Angle:90"
,"event/1_2_city_throne_talk1.13","King",,,,"interact"
,,1,"FullBow","cutscene",,
,,"Dashisi","CourtEnd","cutscene",,
,,"Kapuni","CourtEnd","cutscene",,
,,"Hermanos","CourtEnd","cutscene",,"wait"
,,"camera","blackout","cutscene",,"timer:2"
,,"King",,"remove",,
,,"Vurus",,"remove",,
,,"Dashisi",,"remove",,
,,"Kervos",,"remove",,
,,"Hermanos",,"remove",,
,,"Kapuni",,"remove",,
,,"Tulia",,"remove",,
,,"Bigta",,"remove",,
"music/scene1",,"throne",,"music","camera_reach_scene,1",
"King/Vraesier/1_2_city_throne_talk1","King/Vraesier/1_2_city_throne_talk1.1",2,"Talk","char","interact,2","interact,hold,repeat after"
,,2,"StopTalk",,,
,"King/Vraesier/1_2_city_throne_talk1.2",2,,,,"interact"
,"King/Vraesier/1_2_city_throne_talk1.3",2,,,,"interact"
,"King/Vraesier/1_2_city_throne_talk1.4","pm","Talk",,,"interact,hold,repeat after"
,,"pm","StopTalk",,,
,"King/Vraesier/1_2_city_throne_talk1.5",2,,,,"interact"
,"King/Vraesier/1_2_city_throne_talk1.6",2,,,,"interact"
"King/Orsanoas/1_2_city_throne_talk1","King/Orsanoas/1_2_city_throne_talk1.1",2,"Talk","char","interact,2","interact,hold,repeat after"
,,2,"StopTalk",,,
,"King/Orsanoas/1_2_city_throne_talk1.2","pm","Talk",,,"interact,hold,repeat after"
,,"pm","StopTalk",,,
,"King/Orsanoas/1_2_city_throne_talk1.3",2,,,,"interact"
,"King/Orsanoas/1_2_city_throne_talk1.4",2,,,,"interact"
,"King/Orsanoas/1_2_city_throne_talk1.5",2,,,,"interact"
,"King/Orsanoas/1_2_city_throne_talk1.6","pm","Approve",,,"interact"
,"King/Orsanoas/1_2_city_throne_talk1.7","pm",,,,"interact"
"King/Minara/1_2_city_throne_talk1","King/Minara/1_2_city_throne_talk1.1",2,"Talk","char","interact,2","interact,hold,repeat after"
,,2,"StopTalk",,,
,"King/Minara/1_2_city_throne_talk1.2",2,,,,"interact"
,"King/Minara/1_2_city_throne_talk1.3",2,,,,"interact"
,"King/Minara/1_2_city_throne_talk1.4",2,,,,"interact"
"King/Rodhinbar/1_2_city_throne_talk1","King/Rodhinbar/1_2_city_throne_talk1.1",2,"Talk","char","interact,2","interact,hold,repeat after"
,,2,"StopTalk",,,
,"King/Rodhinbar/1_2_city_throne_talk1.2",2,,,,"interact"
,"King/Rodhinbar/1_2_city_throne_talk1.3",2,,,,"interact"
,"King/Rodhinbar/1_2_city_throne_talk1.4","pm","Talk",,,"interact,hold,repeat after"
,,"pm","StopTalk",,,
,"King/Rodhinbar/1_2_city_throne_talk1.5",2,,,,"interact"
,"King/Rodhinbar/1_2_city_throne_talk1.6",2,,,,"interact"
,"King/Rodhinbar/1_2_city_throne_talk1.7",2,,,,
,"King/Rodhinbar/1_2_city_throne_talk1.8",2,,,,
"King/Iri/1_2_city_throne_talk1","King/Iri/1_2_city_throne_talk1.1",2,"Talk","char","interact,2","interact,hold,repeat after"
,,2,"StopTalk",,,
,"King/Iri/1_2_city_throne_talk1.2","pm","Talk",,,"interact,hold,repeat after"
,,"pm","StopTalk",,,
,"King/Iri/1_2_city_throne_talk1.3",2,,,,"interact"
,"King/Iri/1_2_city_throne_talk1.4",2,,,,"interact"
,"King/Iri/1_2_city_throne_talk1.5",2,,,,"interact"
,"King/Iri/1_2_city_throne_talk1.6","pm",,,,"interact"
,"King/Iri/1_2_city_throne_talk1.7",2,,,,"interact"
,"King/Iri/1_2_city_throne_talk1.8","pm",,,,"interact"
,"King/Iri/1_2_city_throne_talk1.9","pm",,,,"interact"
,"King/Iri/1_2_city_throne_talk1.10","pm",,,,"interact"
,"King/Iri/1_2_city_throne_talk1.11",2,,,,"interact"
,"King/Iri/1_2_city_throne_talk1.12","pm",,,,"interact"
"King/Laguasangte/1_2_city_throne_talk1","King/Laguasangte/1_2_city_throne_talk1.1",2,"Talk","char","interact,2","interact,hold,repeat after"
,,2,"StopTalk",,,
,,"pm","PresetCityStandWalk",,,
,"King/Laguasangte/1_2_city_throne_talk1.2","pm","Talk",,,"interact,hold"
,"King/Laguasangte/1_2_city_throne_talk1.3",2,,,,"interact"
,"King/Laguasangte/1_2_city_throne_talk1.4","pm",,,,"interact"
,"King/Laguasangte/1_2_city_throne_talk1.5",2,,,,"interact"
,"King/Laguasangte/1_2_city_throne_talk1.6","pm",,,,"interact"
,"King/Laguasangte/1_2_city_throne_talk1.7",2,"Nod",,,"interact"
,"King/Laguasangte/1_2_city_throne_talk1.8",,,,,
,"King/Laguasangte/1_2_city_throne_talk1.9",,,,,
,"King/Laguasangte/1_2_city_throne_talk1.10",,,,,
,"King/Laguasangte/1_2_city_throne_talk1.11",,,,,
,"King/Laguasangte/1_2_city_throne_talk1.12",,,,,
,"King/Laguasangte/1_2_city_throne_talk1.13",,,,,
,"King/Laguasangte/1_2_city_throne_talk1.14",,,,,
"King/Pasgelo/1_2_city_throne_talk1","King/Pasgelo/1_2_city_throne_talk1.1",2,"Talk","char","interact,2","interact,hold,repeat after"
,,2,"StopTalk",,,
,"King/Pasgelo/1_2_city_throne_talk1.2",2,,,,"interact"
,"King/Pasgelo/1_2_city_throne_talk1.3",2,,,,"interact"
,"King/Pasgelo/1_2_city_throne_talk1.4",2,,,,"interact"
"King/Elmaliern/1_2_city_throne_talk1","King/Elmaliern/1_2_city_throne_talk1.1",,,"char","interact,2","interact,hold"
,,2,,,,
,"King/Elmaliern/1_2_city_throne_talk1.2",2,,,,"interact"
,"King/Elmaliern/1_2_city_throne_talk1.3",2,,,,"interact"
,"King/Elmaliern/1_2_city_throne_talk1.4",2,,,,"interact"
"King/Bauqah/1_2_city_throne_talk1","King/Bauqah/1_2_city_throne_talk1.1",2,"Talk","char","interact,2","interact,hold,repeat after"
,,2,"StopTalk",,,
,"King/Bauqah/1_2_city_throne_talk1.2",2,,,,"interact"
,"King/Bauqah/1_2_city_throne_talk1.3",2,,,,"interact"
,"King/Bauqah/1_2_city_throne_talk1.4",2,,,,"interact"
,"King/Bauqah/1_2_city_throne_talk1.5",2,,,,"interact"
"King/Yuawies/1_2_city_throne_talk1","King/Yuawies/1_2_city_throne_talk1.1","pm","Bow","char","interact,2","interact,hold,repeat after"
,,"pm","StopBow",,,
,"King/Yuawies/1_2_city_throne_talk1.2","pm","Want",,,"interact,hold,repeat after"
,"King/Yuawies/1_2_city_throne_talk1.3","pm",,,,"interact"
,"King/Yuawies/1_2_city_throne_talk1.4",2,"Talk",,,"interact,hold,repeat after"
,,2,"StopTalk",,,
,"King/Yuawies/1_2_city_throne_talk1.5","pm",,,,"interact"
,"King/Yuawies/1_2_city_throne_talk1.6",2,,,,"interact"
"King/Duskuksa/1_2_city_throne_talk1","King/Duskuksa/1_2_city_throne_talk1.1",2,"Talk","char","interact,2","interact,hold,repeat after"
,,2,"StopTalk",,,
,"King/Duskuksa/1_2_city_throne_talk1.2",2,,,,"interact"
,"King/Duskuksa/1_2_city_throne_talk1.3","pm","Talk",,,"interact,hold,repeat after"
,"King/Duskuksa/1_2_city_throne_talk1.4","pm","StopTalk",,,"interact"
,"King/Duskuksa/1_2_city_throne_talk1.5","pm",,,,"interact"
,"King/Duskuksa/1_2_city_throne_talk1.6","pm",,,,"interact"
,"King/Duskuksa/1_2_city_throne_talk1.7",2,,,,"interact"
"King/Nayedien/1_2_city_throne_talk1","King/Nayedien/1_2_city_throne_talk1.1",2,"Talk","char","interact,2","interact,hold,repeat after"
,,2,"StopTalk",,,
,"King/Nayedien/1_2_city_throne_talk1.2",2,,,,"interact"
,"King/Nayedien/1_2_city_throne_talk1.3","pm","Talk",,,"interact,hold,repeat after"
,,,"StopTalk",,,
,"King/Nayedien/1_2_city_throne_talk1.4",2,,,,
,"King/Nayedien/1_2_city_throne_talk1.5","pm",,,,"interact,hold,repeat after"
,"King/Nayedien/1_2_city_throne_talk1.6","pm",,,,"interact"
,"King/Nayedien/1_2_city_throne_talk1.7","pm",,,,"interact"
,"King/Nayedien/1_2_city_throne_talk1.8",2,,,,"interact"
,"King/Nayedien/1_2_city_throne_talk1.9",2,,,,"interact"
,"King/Nayedien/1_2_city_throne_talk1.10",2,,,,"interact"
,"King/Nayedien/1_2_city_throne_talk1.11",2,,,,"interact"
,"King/Nayedien/1_2_city_throne_talk1.12","pm",,,,"interact"
"King/Any/1_2_city_throne_talk2","King/Any/1_2_city_throne_talk2.1",2,"Talk","char","interact,2","interact,replayable,hold,repeat after"
,"King/Any/1_2_city_throne_talk2.2",2,"StopTalk",,,
"Nayedien/Vraesier/1_2_city_throne_talk1","Nayedien/Vraesier/1_2_city_throne_talk1.1",1,"Talk","char","interact,1","interact,hold,repeat after"
,,,"StopTalk",,,
,"Nayedien/Vraesier/1_2_city_throne_talk1.2","pm","Talk",,,"interact,hold,repeat after"
,,,"StopTalk",,,
,"Nayedien/Vraesier/1_2_city_throne_talk1.3",1,,,,"interact"
,"Nayedien/Vraesier/1_2_city_throne_talk1.4",1,,,,"interact"
