"ID","Text ID","Object","Animation","Type","Trigger","Property"
"music/scene1",,"barrack",,"music","camera_reach_scene,1",
"Severn/Nayedien/1_1_city_barrack_talk1","Severn/Nayedien/1_1_city_barrack_talk1.1",1,"Talk","char","interact,1","interact,hold,repeat after"
,"Severn/Nayedien/1_1_city_barrack_talk1.2",1,"StopTalk",,,"interact"
,"Severn/Nayedien/1_1_city_barrack_talk1.3",1,,,,"interact"
,"Severn/Nayedien/1_1_city_barrack_talk1.4",1,,,,"interact"
,"Severn/Nayedien/1_1_city_barrack_talk1.5",1,,,,"interact"
,"Severn/Nayedien/1_1_city_barrack_talk1.6","pm","Talk",,,"interact,hold,repeat after"
,"Severn/Nayedien/1_1_city_barrack_talk1.7","pm","StopTalk",,,"interact"
,"Severn/Nayedien/1_1_city_barrack_talk1.8",1,"Nod",,,"interact"
"Severn/Vraesier/1_1_city_barrack_talk1","Severn/Vraesier/1_1_city_barrack_talk1.1",1,"Talk","char","interact,1","interact,hold,repeat after"
,,1,"StopTalk",,,
,"Severn/Vraesier/1_1_city_barrack_talk1.2","pm","Talk",,,"interact,hold,repeat after"
,,"pm","StopTalk",,,
,"Severn/Vraesier/1_1_city_barrack_talk1.3",1,,,,"interact"
,"Severn/Vraesier/1_1_city_barrack_talk1.4","pm","Cross",,,"interact,hold,repeat after"
,"Severn/Vraesier/1_1_city_barrack_talk1.5",1,,,,"interact"
,"Severn/Vraesier/1_1_city_barrack_talk1.6","pm","StopCross",,,"interact"
,"Severn/Vraesier/1_1_city_barrack_talk1.7",1,,,,"interact"
,"Severn/Vraesier/1_1_city_barrack_talk1.8","pm",,,,"interact"
"Severn/Any/1_1_city_barrack_talk1","Severn/Any/1_1_city_barrack_talk1.1",1,"Talk","char","interact,1","interact,hold,repeat after"
,"Severn/Any/1_1_city_barrack_talk1.2",1,"StopTalk",,,"interact"
,"Severn/Any/1_1_city_barrack_talk1.3",1,,,,"interact"
,"Severn/Any/1_1_city_barrack_talk1.4",1,,,,"interact"
,"Severn/Any/1_1_city_barrack_talk1.5",1,,,,"interact"
