"ID","Text ID","Object","Animation","Type","Trigger","Property"
"music/scene1",,"hall",,"music","camera_reach_scene,1",
"Maelsen/Bauqah/1_1_city_hall_talk1","Maelsen/Rude/1_1_city_hall_talk1.1",1,,"char","interact,1","interact,hold,replayable"
"Maelsen/Vraesier/1_1_city_hall_talk1","Maelsen/Rude/1_1_city_hall_talk1.1",1,,"char","interact,1","interact,hold,replayable"
"Maelsen/Orsanoas/1_1_city_hall_talk1","Maelsen/Rude/1_1_city_hall_talk1.1",1,,"char","interact,1","interact,hold,replayable"
"Maelsen/Laguasangte/1_1_city_hall_talk1","Maelsen/Rude/1_1_city_hall_talk1.1",1,,"char","interact,1","interact,hold,replayable"
"Maelsen/Bauqah/1_1_city_hall_talk1","Maelsen/Rude/1_1_city_hall_talk1.1",1,,"char","interact,1","interact,hold,replayable"
"Maelsen/Any/1_1_city_hall_talk1","Maelsen/Any/1_1_city_hall_talk1.1",1,"Talk","char","interact,1","interact,hold,replayable,repeat after"
,,1,"StopTalk",,,
"Kapuni/Yuawies/1_1_city_hall_talk1","Kapuni/Yuawies/1_1_city_hall_talk1.1",,"Talk","char","interact,2","interact,hold"
"Kapuni/Orsanoas/1_1_city_hall_talk1","Kapuni/Orsanoas/1_1_city_hall_talk1.1",,"Talk","char","interact,2","interact,hold"
"Kapuni/Any/1_1_city_hall_talk1","Kapuni/Any/1_1_city_hall_talk1.1",2,"Talk","char","interact,2","interact,hold,repeat after"
,,2,"StopTalk",,,"repeat after"
,"Kapuni/Any/1_1_city_hall_talk1.2",2,"Bow",,,"interact,hold,repeat after"
,"Kapuni/Any/1_1_city_hall_talk1.3",2,"StopBow",,,"interact"
,"Kapuni/Any/1_1_city_hall_talk1.4",2,,,,"interact"
,"Kapuni/Any/1_1_city_hall_talk1.5",2,,,,"interact"
,"Kapuni/Any/1_1_city_hall_talk1.6",2,,,,"interact"
,"Kapuni/Any/1_1_city_hall_talk1.7",2,,,,"interact"
,"Kapuni/Any/1_1_city_hall_talk1.8",2,,,,"interact"
,"Kapuni/Any/1_1_city_hall_talk1.9",2,,,,"interact"
,"Kapuni/Any/1_1_city_hall_talk1.10",2,,,,"interact"
,"Kapuni/Any/1_1_city_hall_talk1.11",2,,,,"interact"
"Kapuni/Any/1_1_city_hall_talk2","Kapuni/Any/1_1_city_hall_talk2.1",2,"Talk","char","interact,2","interact,hold,replayable,repeat after"
,,2,"StopTalk",,,
"Aerlnarn/Rodhinbar/1_1_city_hall_talk1","Aerlnarn/Rodhinbar/1_1_city_hall_talk1.1",3,"Talk","char","interact,3","interact,hold,repeat after"
,,3,"StopTalk",,,
,"Aerlnarn/Rodhinbar/1_1_city_hall_talk1.2","pm",,,,"interact"
,"Aerlnarn/Rodhinbar/1_1_city_hall_talk1.3",3,"Bow",,,"interact,hold,repeat after"
,"Aerlnarn/Rodhinbar/1_1_city_hall_talk1.4",3,"StopBow",,,"interact"
,"Aerlnarn/Rodhinbar/1_1_city_hall_talk1.5","pm",,,,"interact"
,"Aerlnarn/Rodhinbar/1_1_city_hall_talk1.6",3,,,,"interact"
,"Aerlnarn/Rodhinbar/1_1_city_hall_talk1.7",3,,,,"interact"
,"Aerlnarn/Rodhinbar/1_1_city_hall_talk1.8",3,,,,"interact"
,"Aerlnarn/Rodhinbar/1_1_city_hall_talk1.9",3,,,,"interact"
,"Aerlnarn/Rodhinbar/1_1_city_hall_talk1.10",3,,,,"interact"
,"Aerlnarn/Rodhinbar/1_1_city_hall_talk1.11","pm","Surprise",,,"interact,hold,repeat after"
,"Aerlnarn/Rodhinbar/1_1_city_hall_talk1.12","pm","StopSurprise",,,"interact"
,"Aerlnarn/Rodhinbar/1_1_city_hall_talk1.13",3,,,,"interact"
,"Aerlnarn/Rodhinbar/1_1_city_hall_talk1.14",3,,,,"interact"
,"Aerlnarn/Rodhinbar/1_1_city_hall_talk1.15",3,,,,"interact"
,"Aerlnarn/Rodhinbar/1_1_city_hall_talk1.16","pm",,,,"interact"
"Aerlnarn/Yuawies/1_1_city_hall_talk1","Aerlnarn/Yuawies/1_1_city_hall_talk1.1",,"Talk","char","interact,3","interact,hold"
"Aerlnarn/Nayedien/1_1_city_hall_talk1","Aerlnarn/Nayedien/1_1_city_hall_talk1.1",3,"Talk","char","interact,3","interact,hold,repeat after"
,"Aerlnarn/Nayedien/1_1_city_hall_talk1.2",3,"StopTalk",,,"interact"
,"Aerlnarn/Nayedien/1_1_city_hall_talk1.3","pm","Talk",,,"interact,hold,repeat after"
,,"pm","StopTalk",,,
,"Aerlnarn/Nayedien/1_1_city_hall_talk1.4",3,,,,"interact"
,"Aerlnarn/Nayedien/1_1_city_hall_talk1.5",3,"Bow",,,"interact,hold,repeat after"
,"Aerlnarn/Nayedien/1_1_city_hall_talk1.6",3,,,,"interact"
,"Aerlnarn/Nayedien/1_1_city_hall_talk1.7",3,,,,"interact"
"Aerlnarn/Any/1_1_city_hall_talk1","Aerlnarn/Any/1_1_city_hall_talk1.1",3,"Talk","char","interact,3","interact,hold,repeat after"
,"Aerlnarn/Any/1_1_city_hall_talk1.2",3,"StopTalk",,,"interact"
,"Aerlnarn/Any/1_1_city_hall_talk1.3",3,,,,"interact"
,"Aerlnarn/Any/1_1_city_hall_talk1.4",3,"Bow",,,"interact,hold,repeat after"
,"Aerlnarn/Any/1_1_city_hall_talk1.5",3,"StopBow",,,"interact"
,"Aerlnarn/Any/1_1_city_hall_talk1.6",3,,,,"interact"
,"Aerlnarn/Any/1_1_city_hall_talk1.7",3,,,,"interact"
,"Aerlnarn/Any/1_1_city_hall_talk1.8",3,,,,"interact"
,"Aerlnarn/Any/1_1_city_hall_talk1.9",3,,,,"interact"
,"Aerlnarn/Any/1_1_city_hall_talk1.10",3,,,,"interact"
"Aerlnarn/Any/1_1_city_hall_talk2","Aerlnarn/Any/1_1_city_hall_talk2.1",3,"Talk","char","interact,3","interact,hold,repeat after"
,"Aerlnarn/Any/1_1_city_hall_talk2.2",3,"StopTalk",,,"interact"
,"Aerlnarn/Any/1_1_city_hall_talk2.3",3,,,,"interact"
,"Aerlnarn/Any/1_1_city_hall_talk2.4",3,,,,"interact"
,"Aerlnarn/Any/1_1_city_hall_talk2.5",3,,,,"interact"
,"Aerlnarn/Any/1_1_city_hall_talk2.6",3,,,,"interact"
,"Aerlnarn/Any/1_1_city_hall_talk2.7",3,,,,"interact"
,"Aerlnarn/Any/1_1_city_hall_talk2.8",3,,,,"interact"
"Aerlnarn/Any/1_1_city_hall_talk3","Aerlnarn/Any/1_1_city_hall_talk3.1",3,"Talk","char","interact,3","interact,hold,replayable,repeat after"
,,3,"StopTalk",,,
"Bauqah/Vraesier/1_1_city_hall_talk1","Bauqah/Vraesier/1_1_city_hall_talk1.1",4,"Talk","char","interact,4","interact,hold,repeat after"
,,4,"StopTalk",,,"repeat after"
,"Bauqah/Vraesier/1_1_city_hall_talk1.2","pm","Cross",,,"interact,hold,repeat after"
