"ID","Name","Description"
"animal","Animal",
"bat","Bat",
"beastman","Beastman",
"centaur","Centaur",
"construct","Construct",
"demon","Demon",
"djinn","Djinn",
"dragon","Dragon",
"dryad","Dryad",
"dwarf","Dwarf",
"fairy","Fairy",
"giant","Giant",
"goblin","Goblin",
"gremlin","Gremlin",
"halfling","Halfling",
"hobgoblin","Hobgoblin",
"housekin","Housekin",
"human","Human",
"leprechaun","Leprechaun",
"lizard","Lizard",
"minotaur","Minotaur",
"moon_elf","Moon Elf",
"orc","Orc",
"satyr","Satyr",
"sun_elf","Sun Elf",
"tree","Tree",
"undead","Undead",
"unicorn","Unicorn",
"unknown","Unknown",
"vertkin","Vertkin",
