"ID","Text ID","Object","Animation","Type","Trigger","Property"
"music/scene1",,"plaza",,"music","camera_reach_scene,1",
"weather",,"Red Leaf",,"weather","camera_reach_scene,1","wind direction:10"
"Nayedien/Any/1_1_city_peace_talk1","Nayedien/Any/1_2_city_peace_talk1.1",4,,"char","interact,7","interact"
,"Nayedien/Any/1_2_city_peace_talk1.2",4,,,,"interact"
,"Nayedien/Any/1_2_city_peace_talk1.3",4,,,,"interact"
,"Nayedien/Any/1_2_city_peace_talk1.4",4,,,,"interact"
,"Nayedien/Any/1_2_city_peace_talk1.5",4,,,,"interact"
,"Nayedien/Any/1_2_city_peace_talk1.6",4,,,,"interact"
,"Nayedien/Any/1_2_city_peace_talk1.7",4,,,,"interact"
,"Nayedien/Any/1_2_city_peace_talk1.8",7,"Talk",,,"interact,hold,repeat after"
,,7,"StopTalk",,,
,"Nayedien/Any/1_2_city_peace_talk1.9",7,,,,"interact"
