"ID","Text ID","Object","Animation","Type","Trigger","Property"
"Sasinola/Pasgelo/1_1_city_herbalist_talk1","Sasinola/Pasgelo/1_1_city_herbalist_talk1.1",,"Talk","char","interact,1","interact,hold"
"Sasinola/Any/1_1_city_herbalist_talk1","Sasinola/Any/1_1_city_herbalist_talk1.1",1,"Talk","char","interact,1","interact,hold"
,"Sasinola/Any/1_1_city_herbalist_talk1.2",1,,,,"interact"
,"Sasinola/Any/1_1_city_herbalist_talk1.3",1,,,,"interact"
,"Sasinola/Any/1_1_city_herbalist_talk1.4",1,,,,"interact"
,"Sasinola/Any/1_1_city_herbalist_talk1.5",1,,,,"interact"
"Sasinola/Any/1_1_city_herbalist_talk2","Sasinola/Any/1_1_city_herbalist_talk2.1",1,"Talk","char","interact,1","select:yesno,replayable,hold"
,,1,,,"yes","shop"
,"Sasinola/Any/1_1_city_herbalist_talk2no1",1,,,"no","interact"
"Pasgelo/Vraesier/1_1_city_herbalist_talk1","Pasgelo/Vraesier/1_1_city_herbalist_talk1.1",2,"Talk","char","interact,2","interact,hold"
,"Pasgelo/Vraesier/1_1_city_herbalist_talk1.2",2,,,,"interact,hold"
,"Pasgelo/Vraesier/1_1_city_herbalist_talk1.3","pm","Talk",,,"interact"
,"Pasgelo/Vraesier/1_1_city_herbalist_talk1.4",2,,,,"interact"
"Pasgelo/Vraesier/1_1_city_herbalist_talk2","Pasgelo/Vraesier/1_1_city_herbalist_talk2.1",2,"Talk","char","interact,2","interact,hold,replayable"
"Pasgelo/Rodhinbar/1_1_city_herbalist_talk1","Pasgelo/Rodhinbar/1_1_city_herbalist_talk1.1",2,"Talk",,,"interact,hold"
,"Pasgelo/Rodhinbar/1_1_city_herbalist_talk1.2",2,,,,"interact"
,"Pasgelo/Rodhinbar/1_1_city_herbalist_talk1.3","pm","Talk",,,"interact,hold"
,"Pasgelo/Rodhinbar/1_1_city_herbalist_talk1.4",2,,,,"interact"
"Pasgelo/Rodhinbar/1_1_city_herbalist_talk2","Pasgelo/Rodhinbar/1_1_city_herbalist_talk2.1",2,"Talk","char","interact,2","interact,hold,replayable"
"Pasgelo/Iri/1_1_city_herbalist_talk1","Pasgelo/Iri/1_1_city_herbalist_talk1.1",2,"Talk",,,"interact,hold"
,"Pasgelo/Iri/1_1_city_herbalist_talk1.2",2,,,,"interact"
,"Pasgelo/Iri/1_1_city_herbalist_talk1.3",2,,,,"interact"
,"Pasgelo/Iri/1_1_city_herbalist_talk1.4","pm","Talk",,,"interact,hold"
,"Pasgelo/Iri/1_1_city_herbalist_talk1.5","pm",,,,"interact"
,"Pasgelo/Iri/1_1_city_herbalist_talk1.6","pm",,,,"interact"
,"Pasgelo/Iri/1_1_city_herbalist_talk1.7","pm",,,,"interact"
,"Pasgelo/Iri/1_1_city_herbalist_talk1.8",2,,,,"interact"
,"Pasgelo/Iri/1_1_city_herbalist_talk1.9","pm",,,,"interact"
,"Pasgelo/Iri/1_1_city_herbalist_talk1.10",2,,,,"interact"
"Pasgelo/Iri/1_1_city_herbalist_talk2","Pasgelo/Iri/1_1_city_herbalist_talk2.1",2,"Talk","char","interact,2","interact,hold,replayable"
"Pasgelo/Nayedien/1_1_city_herbalist_talk1","Pasgelo/Nayedien/1_1_city_herbalist_talk1.1",2,,,,"interact"
,"Pasgelo/Nayedien/1_1_city_herbalist_talk1.2","pm","Talk",,,"interact,hold"
,"Pasgelo/Nayedien/1_1_city_herbalist_talk1.3",2,"Talk",,,"interact,hold"
,"Pasgelo/Nayedien/1_1_city_herbalist_talk1.4","pm",,,,"interact"
,"Pasgelo/Nayedien/1_1_city_herbalist_talk1.5",2,,,,"interact"
,"Pasgelo/Nayedien/1_1_city_herbalist_talk1.6","pm",,,,"interact"
,"Pasgelo/Nayedien/1_1_city_herbalist_talk1.7",2,,,,"interact"
,"Pasgelo/Nayedien/1_1_city_herbalist_talk1.8",2,,,,"interact"
,"Pasgelo/Nayedien/1_1_city_herbalist_talk1.9","pm",,,,"interact"
"Pasgelo/Nayedien/1_1_city_herbalist_talk2","Pasgelo/Nayedien/1_1_city_herbalist_talk2.1",2,"Talk","char","interact,2","interact,hold,replayable"
"Pasgelo/Elmaliern/1_1_city_herbalist_talk1","Pasgelo/Elmaliern/1_1_city_herbalist_talk1.1",,"Talk","char","interact,2","interact,hold"
"Pasgelo/Laguasangte/1_1_city_herbalist_talk1","Pasgelo/Laguasangte/1_1_city_herbalist_talk1.1",,"Talk","char","interact,2","interact,hold"
"Pasgelo/Orsanoas/1_1_city_herbalist_talk1","Pasgelo/Orsanoas/1_1_city_herbalist_talk1.1",,"Talk","char","interact,2","interact,hold"
"Pasgelo/Bauqah/1_1_city_herbalist_talk1","Pasgelo/Bauqah/1_1_city_herbalist_talk1.1",,"Talk","char","interact,2","interact,hold"
