"Object ID","ID","Scene","POS","Ground Y POS","Angle","Start Health","Team","Arrive Condition","Stage Property"
1,"Craven_one",2,"80,1000",1000,-90,1,1,,
2,"Craven_two",2,"320,1000",1000,-90,1,1,,
3,"Rban_spear",2,"1880,1000",1000,90,1,2,,
4,"Rban_spear",2,"1080,1000",1000,90,1,2,,
5,"Rban_bow",2,"1580,1000",1000,90,1,2,,
6,"Rban_sling",2,"1780,1000",1000,90,1,2,,
7,"Rban_hole",2,"1880,1000",1000,90,1,2,,
8,"Rban_spear",3,"60,1000",1000,90,1,2,,
9,"Rban_spear",3,"360,1000",1000,90,1,2,,
10,"Rban_bow",3,"660,1000",1000,90,1,2,,
11,"Rban_sling",3,"1310,1000",1000,90,1,2,,
12,"Rban_hole",3,"1560,1000",1000,90,1,2,,
13,"Rban_spear",3,"1760,1000",1000,90,1,2,,
14,"Rban_sword",3,"1860,1000",1000,90,1,2,,
15,"Rban_sling",4,"240,1000",1000,90,1,2,,
16,"Rban_bow",4,"540,1000",1000,90,1,2,,
17,"Rban_bow",4,"740,1000",1000,90,1,2,,
18,"Rban_cav",4,"1040,1000",1000,90,1,2,,
19,"Rban_sword",4,"1140,1000",1000,90,1,2,,
20,"Rban_spear",4,"1240,1000",1000,90,1,2,,
