"ID","Text ID","Object","Animation","Type","Trigger","Property"
"music/scene1",,"plaza",,"music","camera_reach_scene,1",
"Iri/Vraesier/1_1_city_plaza_talk1","Iri/Vraesier/1_1_city_plaza_talk1.1",1,"Talk","char","interact,1","interact,hold,repeat after"
,"Iri/Vraesier/1_1_city_plaza_talk1.2",1,"StopTalk",,,"interact"
,"Iri/Vraesier/1_1_city_plaza_talk1.3","pm","Talk",,,"interact,hold,repeat after"
,,"pm","StopTalk",,,
,"Iri/Vraesier/1_1_city_plaza_talk1.4",1,,,,"interact"
,"Iri/Vraesier/1_1_city_plaza_talk1.5","pm",,,,"interact"
"Iri/Orsanoas/1_1_city_plaza_talk1","Iri/Orsanoas/1_1_city_plaza_talk1.1",,,"char","interact,1","interact,hold"
"Iri/Minara/1_1_city_plaza_talk1","Iri/Minara/1_1_city_plaza_talk1.1",,,"char","interact,1","interact,hold"
"Iri/Rodhinbar/1_1_city_plaza_talk1","Iri/Rodhinbar/1_1_city_plaza_talk1.1",1,"Talk","char","interact,1","interact,hold,repeat after"
,,1,"StopTalk",,,
,"Iri/Rodhinbar/1_1_city_plaza_talk1.2","pm","Talk",,,"interact,hold,repeat after"
,"Iri/Rodhinbar/1_1_city_plaza_talk1.3","pm","StopTalk",,,"interact"
,"Iri/Rodhinbar/1_1_city_plaza_talk1.4","pm",,,,"interact"
,"Iri/Rodhinbar/1_1_city_plaza_talk1.5",1,,,,"interact"
,"Iri/Rodhinbar/1_1_city_plaza_talk1.6","pm",,,,"interact"
,"Iri/Rodhinbar/1_1_city_plaza_talk1.7",1,,,,"interact"
,"Iri/Rodhinbar/1_1_city_plaza_talk1.8","pm",,,,"interact"
"Iri/Laguasangte/1_1_city_plaza_talk1","Iri/Laguasangte/1_1_city_plaza_talk1.1",,,"char","interact,1","interact,hold"
"Iri/Elmaliern/1_1_city_plaza_talk1","Iri/Elmaliern/1_1_city_plaza_talk1.1",,,"char","interact,1","interact,hold"
"Iri/Bauqah/1_1_city_plaza_talk1","Iri/Bauqah/1_1_city_plaza_talk1.1",,,"char","interact,1","interact,hold"
"Iri/Yuawies/1_1_city_plaza_talk1","Iri/Yuawies/1_1_city_plaza_talk1.1",,,"char","interact,1","interact,hold"
"Iri/Duskuksa/1_1_city_plaza_talk1","Iri/Duskuksa/1_1_city_plaza_talk1.1",1,"Talk","char","interact,1","interact,hold,repeat after"
,,1,"StopTalk",,,
,"Iri/Duskuksa/1_1_city_plaza_talk1.2","pm","Talk",,,"interact,hold,repeat after"
,"Iri/Duskuksa/1_1_city_plaza_talk1.3","pm","StopTalk",,,"interact"
,"Iri/Duskuksa/1_1_city_plaza_talk1.4","pm",,,,"interact"
,"Iri/Duskuksa/1_1_city_plaza_talk1.5","pm",,,,"interact"
,"Iri/Duskuksa/1_1_city_plaza_talk1.6","pm",,,,"interact"
,"Iri/Duskuksa/1_1_city_plaza_talk1.7","pm",,,,"interact"
,"Iri/Duskuksa/1_1_city_plaza_talk1.8","pm",,,,"interact"
,"Iri/Duskuksa/1_1_city_plaza_talk1.9",1,,,,"interact"
"Iri/Nayedien/1_1_city_plaza_talk1","Iri/Nayedien/1_1_city_plaza_talk1.1",1,"Talk","char","interact,1","interact,hold,repeat after"
,"Iri/Nayedien/1_1_city_plaza_talk1.2",1,"StopTalk",,,"interact"
,"Iri/Nayedien/1_1_city_plaza_talk1.3","pm","Talk",,,"interact,hold,repeat after"
,"Iri/Nayedien/1_1_city_plaza_talk1.4","pm","StopTalk",,,"interact"
,"Iri/Nayedien/1_1_city_plaza_talk1.5",1,,,,"interact"
,"Iri/Nayedien/1_1_city_plaza_talk1.6","pm",,,,"interact"
"Iri/Pasgelo/1_1_city_plaza_talk1","Iri/Pasgelo/1_1_city_plaza_talk1.1",,,"char","interact,1","interact,hold"
"Iri/Any/1_1_city_plaza_talk2","Iri/Any/1_1_city_plaza_talk2.1",1,"Talk","char","interact,1","interact,hold,replayble,repeat after"
,,1,"StopTalk",,,
"Towncrier/Any/1_1_city_plaza_talk1","Towncrier/Any/1_1_city_plaza_talk1.1",2,"News","char","interact,2","interact,hold,replayble,angle:-90,repeat after"
,"Towncrier/Any/1_1_city_plaza_talk1.2",2,"StopNews",,,"interact"
,"Towncrier/Any/1_1_city_plaza_talk1.3",2,,,,"interact"
,"Towncrier/Any/1_1_city_plaza_talk1.4",2,,,,"interact"
,"Towncrier/Any/1_1_city_plaza_talk1.5",2,,,,"interact"
