"Object ID","ID","Scene","POS","Ground Y POS","Angle","Start Health","Team","Arrive Condition","Stage Property"
1,"Hban_club",2,"800,1000",1000,90,1,2,,"event_ai_lock"
2,"Hban_club",2,"1080,1000",1000,90,1,2,,"event_ai_lock"
3,"Hban_club",2,"1180,1000",1000,90,1,2,,"event_ai_lock"
4,"Hban_club",2,"1280,1000",1000,90,1,2,,"event_ai_lock"
5,"Hban_club",2,"1380,1000",1000,90,1,2,,"event_ai_lock"
6,"Hban_bow",2,"1600,1000",1000,90,1,2,,"event_ai_lock"
7,"Hban_bow",2,"1700,1000",1000,90,1,2,,"event_ai_lock"
8,"Hban_bow",2,"1700,1000",1000,90,1,2,,"event_ai_lock"
9,"Hban_ranger",2,"1800,1000",1000,90,1,2,,"event_ai_lock"
10,"Hban_club",3,"660,1000",1000,90,1,2,,
11,"Hban_club",3,"1310,1000",1000,90,1,2,,
12,"Hban_club",3,"1560,1000",1000,90,1,2,,
13,"Hban_club",3,"1760,1000",1000,90,1,2,,
14,"Hban_club",3,"1860,1000",1000,90,1,2,,
15,"Hban_bow",3,"240,1000",1000,90,1,2,,
16,"Hban_bow",3,"540,1000",1000,90,1,2,,
17,"Hban_bow",3,"740,1000",1000,90,1,2,,
18,"Hban_ranger",4,"1040,1000",1000,90,1,2,,
19,"Hban_ranger",4,"1140,1000",1000,90,1,2,,
20,"Hban_ranger",4,"1240,1000",1000,90,1,2,,
21,"Hban_club",4,"200,1000",1000,90,1,2,,
22,"Hban_club",4,"400,1000",1000,90,1,2,,
23,"Hban_bow",4,"500,1000",1000,90,1,2,,
24,"Hban_bow",4,"600,1000",1000,90,1,2,,
25,"Hban_hound",5,"1500,1000",1000,90,1,2,,
26,"Animal_hound",5,"1300,1000",1000,90,1,2,,"leader:25"
27,"Animal_hound",5,"1350,1000",1000,90,1,2,,"leader:25"
28,"Animal_hound",5,"1400,1000",1000,90,1,2,,"leader:25"
29,"Animal_hound",5,"1450,1000",1000,90,1,2,,"leader:25"
30,"Animal_hound",5,"1550,1000",1000,90,1,2,,"leader:25"
31,"Animal_hound",5,"1600,1000",1000,90,1,2,,"leader:25"
32,"Hban_ranger",5,"800,1000",1000,90,1,2,,
33,"Hban_ranger",5,"900,1000",1000,90,1,2,,
34,"Hban_ranger",5,"1000,1000",1000,90,1,2,,
35,"Hban_ranger",5,"1100,1000",1000,90,1,2,,
36,"Hban_club",5,"300,1000",1000,90,1,2,,
37,"Hban_club",5,"400,1000",1000,90,1,2,,
38,"Hban_club",5,"500,1000",1000,90,1,2,,
39,"Hban_club",5,"600,1000",1000,90,1,2,,
40,"Adaqua",8,"1880,1000",1000,90,1,2,,
41,"Hban_club",8,"10,1000",1000,90,1,2,"camera_scene",
42,"Hban_club",8,"10,1000",1000,90,1,2,"camera_scene",
43,"Hban_club",8,"1900,1000",1000,90,1,2,"camera_scene",
44,"Hban_club",8,"10,1000",1000,90,1,2,"camera_scene,delay:5",
45,"Hban_club",8,"1900,1000",1000,90,1,2,"camera_scene,delay:5",
46,"Hban_club",8,"1900,1000",1000,90,1,2,"camera_scene,delay:5",
47,"Hban_bow",8,"10,1000",1000,90,1,2,"camera_scene",
48,"Hban_bow",8,"1900,1000",1000,90,1,2,"camera_scene",
49,"Hban_bow",8,"10,1000",1000,90,1,2,"camera_scene,delay:5",
50,"Hban_bow",8,"10,1000",1000,90,1,2,"camera_scene,delay:5",
51,"Hban_bow",8,"1900,1000",1000,90,1,2,"camera_scene,delay:5",
52,"Hban_ranger",8,"1900,1000",1000,90,1,2,"camera_scene",
53,"Hban_ranger",8,"1900,1000",1000,90,1,2,"camera_scene",
54,"Hban_ranger",8,"1900,1000",1000,90,1,2,"camera_scene,delay:5",
55,"Hban_ranger",8,"1900,1000",1000,90,1,2,"camera_scene,delay:5",
56,"Hban_hound",8,"1900,1000",1000,90,1,2,"camera_scene",
57,"Animal_hound",8,"1900,1000",1000,90,1,2,"camera_scene","leader:56"
58,"Animal_hound",8,"1900,1000",1000,90,1,2,"camera_scene","leader:56"
59,"Animal_hound",8,"1900,1000",1000,90,1,2,"camera_scene","leader:56"
60,"Animal_hound",8,"1900,1000",1000,90,1,2,"camera_scene","leader:56"
61,"Rban_killer",8,"10,400",1000,90,1,3,"arrive,camera_scene,fly,delay:6","story choice:1.1.3_no"
62,"Rban_killer",8,"10,400",1000,90,1,3,"arrive,camera_scene,fly,delay:6","story choice:1.1.3_no"
63,"Rban_killer",8,"1900,400",1000,90,1,3,"arrive,camera_scene,fly,delay:6","story choice:1.1.3_no"
64,"Rban_killer",8,"1900,400",1000,90,1,3,"arrive,camera_scene,fly,delay:6","story choice:1.1.3_no"
