"ID","Text ID","Object","Animation","Type","Trigger","Property"
"music/scene1",,"council",,"music","camera_reach_scene,1",
"Solhatar/Nayedien/1_1_city_council_talk1","Solhatar/Nayedien/1_1_city_council_talk1.1",1,"Talk","char","interact,1","interact,hold"
,"Solhatar/Nayedien/1_1_city_council_talk1.2","pm","Talk",,,"interact,hold"
,"Solhatar/Nayedien/1_1_city_council_talk1.3",1,,,,"interact"
,"Solhatar/Nayedien/1_1_city_council_talk1.4",1,,,,"interact"
,"Solhatar/Nayedien/1_1_city_council_talk1.5","pm",,,,"interact"
,"Solhatar/Nayedien/1_1_city_council_talk1.6",1,,,,"interact"
,"Solhatar/Nayedien/1_1_city_council_talk1.7","pm",,,,"interact"
,"Solhatar/Nayedien/1_1_city_council_talk1.8",1,,,,"interact"
,"Solhatar/Nayedien/1_1_city_council_talk1.9",1,,,,"interact"
,"Solhatar/Nayedien/1_1_city_council_talk1.10","pm",,,,"interact"
,"Solhatar/Nayedien/1_1_city_council_talk1.11","pm",,,,"interact"
,"Solhatar/Nayedien/1_1_city_council_talk1.12",1,,,,"interact"
"Solhatar/Nayedien/1_1_city_council_talk2","Solhatar/Nayedien/1_1_city_council_talk2.1",1,"Talk","char","interact,1","interact,hold"
,"Solhatar/Any/1_1_city_council_talk2.2",1,,,,"interact"
,"Solhatar/Any/1_1_city_council_talk2.3",1,,,,"interact"
,"Solhatar/Any/1_1_city_council_talk2.4",1,,,,"interact"
,"Solhatar/Any/1_1_city_council_talk2.5",1,,,,"interact"
"Solhatar/Any/1_1_city_council_talk1","Solhatar/Any/1_1_city_council_talk1.1",1,"Talk","char","interact,1","interact,hold"
,"Solhatar/Any/1_1_city_council_talk1.2",1,,,,"interact"
"Solhatar/Any/1_1_city_council_talk2","Solhatar/Any/1_1_city_council_talk2.1",1,"Talk","char","interact,1","interact,hold"
,"Solhatar/Any/1_1_city_council_talk2.2",1,,,,"interact"
,"Solhatar/Any/1_1_city_council_talk2.3",1,,,,"interact"
,"Solhatar/Any/1_1_city_council_talk2.4",1,,,,"interact"
,"Solhatar/Any/1_1_city_council_talk2.5",1,,,,"interact"
"Solhatar/Any/1_1_city_council_talk3","Solhatar/Any/1_1_city_council_talk3.1",1,"Talk","char","interact,1","interact,hold"
,"Solhatar/Any/1_1_city_council_talk3.2",1,,,,"interact"
,"Solhatar/Any/1_1_city_council_talk3.3",1,,,,"interact"
,"Solhatar/Any/1_1_city_council_talk3.4",1,,,,"interact"
,"Solhatar/Any/1_1_city_council_talk3.5",1,,,,"interact"
,"Solhatar/Any/1_1_city_council_talk3.6",1,,,,"interact"
,"Solhatar/Any/1_1_city_council_talk3.7",1,,,,"interact"
,"Solhatar/Any/1_1_city_council_talk3.8",1,,,,"interact"
,"Solhatar/Any/1_1_city_council_talk3.9",1,,,,"interact"
"Solhatar/Any/1_1_city_council_talk4","Solhatar/Any/1_1_city_council_talk4.1",1,"Talk","char","interact,1","interact,hold,replayable"
"Serlon/Nayedien/1_1_city_council_talk1","Serlon/Nayedien/1_1_city_council_talk1.1",2,"Talk","char","interact,2","interact,hold"
,"Serlon/Nayedien/1_1_city_council_talk1.2",2,,,,"interact"
,"Serlon/Nayedien/1_1_city_council_talk1.3","pm","Talk",,,"interact,hold"
,"Serlon/Nayedien/1_1_city_council_talk1.4",2,,,,"interact"
,"Serlon/Nayedien/1_1_city_council_talk1.5","pm",,,,"interact"
,"Serlon/Nayedien/1_1_city_council_talk1.6",2,,,,"interact"
"Serlon/Any/1_1_city_council_talk1","Serlon/Any/1_1_city_council_talk1.1",2,"Talk","char","interact,2","interact,hold"
,"Serlon/Any/1_1_city_council_talk1.2",2,,,,"interact"
,"Serlon/Any/1_1_city_council_talk1.3",2,,,,"interact"
,"Serlon/Any/1_1_city_council_talk1.4",2,,,,"interact"
,"Serlon/Any/1_1_city_council_talk1.5",2,,,,"interact"
"Serlon/Any/1_1_city_council_talk2","Serlon/Any/1_1_city_council_talk2.1",2,"Talk","char","interact,2","interact,hold,replayable"
"Elghest/Nayedien/1_1_city_council_talk1","Elghest/Nayedien/1_1_city_council_talk1.1",3,"Talk","char","interact,3","interact,hold"
,"Elghest/Nayedien/1_1_city_council_talk1.2",3,,,,"interact"
,"Elghest/Nayedien/1_1_city_council_talk1.3","pm","Talk",,,"interact,hold"
,"Elghest/Nayedien/1_1_city_council_talk1.4",3,,,,"interact"
,"Elghest/Nayedien/1_1_city_council_talk1.5","pm",,,,"interact"
"Elghest/Nayedien/1_1_city_council_talk2","Elghest/Nayedien/1_1_city_council_talk2.1",3,"Talk","char","interact,3","interact,hold,replayable"
"Elghest/Any/1_1_city_council_talk1","Elghest/Any/1_1_city_council_talk1.1",3,"Talk","char","interact,3","interact,hold"
,"Elghest/Any/1_1_city_council_talk1.2",3,,,,"interact"
,"Elghest/Any/1_1_city_council_talk1.3",3,,,,"interact"
,"Elghest/Any/1_1_city_council_talk1.4",3,,,,"interact"
,"Elghest/Any/1_1_city_council_talk1.5",3,,,,"interact"
,"Elghest/Any/1_1_city_council_talk1.6",3,,,,"interact"
"Elghest/Any/1_1_city_council_talk2","Elghest/Any/1_1_city_council_talk2.1",3,"Talk","char","interact,3","interact,hold,replayable"
,"Elghest/Any/1_1_city_council_talk2.2",3,,,,"interact"
